videocassette	a cassette for videotape	Create_representation
videotape	a video recording made on magnetic tape	Perception_experience
violin	bowed stringed instrument that is the highest member of the violin family; this instrument has four strings and a hollow body and an unfretted fingerboard and is played with a bow	Make_noise
visor	a piece of armor plate (with eye slits) fixed or hinged to a medieval helmet to protect the face	Protecting
wagon	any of various kinds of wheeled vehicles drawn by an animal or a tractor	Self_motion
waistband	a band of material around the waist that strengthens a skirt or trousers	Closure
waistcoat	a man's sleeveless garment worn underneath a coat	Wearing
wallboard	a wide flat board used to cover walls or partitions; made from plaster or wood pulp or other materials and used primarily to form the interior walls of houses	Protecting
wallet	a pocket-size case for holding papers and paper money	Containing
wand	a rod used by a magician or water diviner	None of above
wardrobe	a tall piece of furniture that provides storage space for clothes; has a door and rails or hooks for hanging clothes	Containing
warplane	an aircraft designed and used for combat	Cause_harm
warship	a government ship that is available for waging war	Cause_harm
washbasin	a bathroom sink that is permanently installed and connected to a water supply and drainpipe; where you can wash your hands and face	Grooming
washboard	device consisting of a corrugated surface to scrub clothes on	Removing
washbowl	a bathroom sink that is permanently installed and connected to a water supply and drainpipe; where you can wash your hands and face	Grooming
washcloth	bath linen consisting of a piece of cloth used to wash the face and body	Grooming
washrag	bath linen consisting of a piece of cloth used to wash the face and body	Grooming
washstand	furniture consisting of a table or stand to hold a basin and pitcher of water for washing: `wash-hand stand' is a British term	Supporting
washtub	a tub in which clothes or linens can be washed	Removing
wastebasket	a container with an open top; for discarded paper and other rubbish	Containing
watchband	a band of cloth or leather or metal links attached to a wristwatch and wrapped around the wrist	Wearing
weapon	any instrument or instrumentality used in fighting or hunting	Cause_harm
webcam	a digital camera designed to take digital photographs and transmit them over the internet	Create_representation
website	a computer connected to the internet that maintains a series of web pages on the World Wide Web	Perception_experience
weeds	a black garment (dress) worn by a widow as a sign of mourning	Wearing
whaleboat	a long narrow boat designed for quick turning and use in rough seas	Self_motion
wheel	a simple machine consisting of a circular frame with spokes (or a solid disc) that can rotate on a shaft or axle (as in vehicles or other machines)	Cause_motion
wheelbarrow	a cart for carrying small loads; has handles and one or more wheels	Bringing
wheelchair	a movable chair mounted on large wheels; for invalids or those who cannot walk; frequently propelled by the occupant	Supporting
whetstone	a flat stone for sharpening edged tools or knives	None of above
wig	hairpiece covering the head and made of real or synthetic hair	Wearing
wildcat	an exploratory oil well drilled in land not known to be an oil field	None of above
windmill	a mill that is powered by the wind	None of above
windowpane	a pane of glass in a window	Protecting
windowsill	the sill of a window; the horizontal member at the bottom of the window frame	Supporting
windscreen	transparent screen (as of glass) to protect occupants of a vehicle	Protecting
windshield	transparent screen (as of glass) to protect occupants of a vehicle	Protecting
wineglass	a glass that has a stem and in which wine is served	Ingestion
wire	ligament made of metal and used to fasten things or make cages or fences etc	Closure
wiring	a circuit of wires for the distribution of electricity	None of above
wok	pan with a convex bottom; used for frying in Chinese cooking	Cooking_creation
woofer	a loudspeaker that reproduces lower audio frequency sounds	Make_noise
wool	a fabric made from the hair of sheep	None of above
workbench	a strong worktable for a carpenter or mechanic	Supporting
workbook	a student's book or booklet containing problems with spaces for solving them	Education_teaching
workstation	a desktop digital computer that is conventionally considered to be more powerful than a microcomputer	None of above
wristband	band consisting of a part of a sleeve that covers the wrist	Wearing
wristwatch	a watch that is worn strapped to the wrist	Dimension
xylophone	a percussion instrument with wooden bars tuned to produce a chromatic scale and with resonators; played with small mallets	Make_noise
yacht	an expensive vessel propelled by sail or power and used for cruising or racing	Self_motion
yearbook	a book published annually by the graduating class of a high school or college usually containing photographs of faculty and graduating students	Reading_activity
yoke	fabric comprising a fitted part at the top of a garment	None of above
zipper	a fastener for locking together two toothed edges by means of a sliding tab	Closure
